1	43	36	36	29
2	49	34	42	32
3	52	44	36	29
4	48	40	39	31
5	41	32	33	30
6	41	27	40	30
7	42	33	42	29
8	45	29	41	26
9	33	22	36	24
10	53	29	41	27
11	70	49	36	24
12	74	40	42	27
13	43	36	40	31
14	42	37	39	31
15	52	39	41	33
16	47	30	52	37
17	30	16	43	34
18	33	14	45	31
19	45	24	41	27
20	30	19	38	25
21	28	18	32	21
22	39	20	43	30
23	50	26	34	17
24	48	34	32	19
25	33	18	37	28
26	32	17	32	15
27	35	19	25	13
28	28	18	37	22
29	27	17	43	30
30	33	20	41	24
31	34	21	37	26
