#Digilent WaveForms Logger,,,,
#Device Name: Discovery2,,,,
#Serial Number: SN:210321B27883,,,,
#Date Time: 2023-11-08 12:42:10.124,,,,
,,,,
Time (s),C1 DC (V),C1 True RMS (V),C1 AC RMS (V),
56.8,-0.086830192,0.086938107,0.004330379,
56.9,-0.086431382,0.086539332,0.004321135,
57,-0.08596423,0.086073748,0.004340652,
57.1,-0.085953889,0.08606304,0.004333118,
57.2,-0.086105859,0.086215557,0.00434779,
57.3,-0.08561173,0.085715826,0.004223089,
57.4,-0.085782135,0.085882247,0.004145555,
57.5,-0.08572998,0.085828707,0.004115524,
57.6,-0.085852275,0.085952456,0.004148683,
57.7,-0.08537703,0.085483802,0.004271185,
57.8,-0.085468303,0.085575941,0.0042908,
57.9,-0.085555528,0.085665609,0.004341438,
58,-0.085252486,0.085363117,0.00434458,
58.1,-0.085598691,0.085709225,0.004351462,
58.2,-0.085475946,0.085584365,0.00430653,
58.3,-0.085984912,0.086092774,0.004308204,
58.4,-0.086318978,0.086426125,0.004302231,
58.5,-0.086079332,0.086188151,0.00432967,
58.6,-0.085672429,0.085778621,0.004266949,
58.7,-0.086256032,0.086355057,0.004134354,
58.8,-0.086367087,0.086464994,0.004113572,
58.9,-0.086678222,0.086774074,0.004077481,
59,-0.087128288,0.087224579,0.004097376,
59.1,-0.086647648,0.08675,0.004212783,
59.2,-0.086521755,0.08662671,0.004262944,
59.3,-0.085903532,0.086013729,0.004352565,
59.4,-0.085856772,0.085968484,0.004381218,
59.5,-0.08569446,0.085806217,0.004377942,
59.6,-0.085614878,0.085722962,0.004303367,
59.7,-0.085958835,0.086067103,0.004315672,
59.8,-0.085871609,0.08598111,0.004337974,
59.9,-0.085715592,0.085820289,0.004237843,
60,-0.085977269,0.086077878,0.004160571,
